https://www.zhihu.com/question/22619470,双相情感障碍Ⅰ型和Ⅱ型在临床诊断中如何区分？ - 知乎
https://www.zhihu.com/question/22619476,固定资产的判断依据还有什么可以参考的？ - 知乎
https://www.zhihu.com/question/22619477,为什么12306不向权威的CA购买证书，而要使用 SRCA 签发的证书，并要求用户信任 SRCA？ - 知乎
https://www.zhihu.com/question/22619475,英诗赏析? - 知乎
https://www.zhihu.com/question/22619471,为什么很多英语音译成中文会有不同的版本？ - 知乎
https://www.zhihu.com/question/22619469,怎样评价李娜澳网夺冠后回国时在机场的表现？ - 知乎
https://www.zhihu.com/question/22619482,异步IO除了nodejs还有哪些方案？ - 知乎
https://www.zhihu.com/question/22619480,胸大可以穿毛衣吗？ - 知乎
https://www.zhihu.com/question/22619483,有没有哪个民族的新年是从不是春天的季节开始的？ - 知乎
https://www.zhihu.com/question/22619490,德语“狮子心”咋说？ - 知乎
https://www.zhihu.com/question/22619486,碳纳米管今后有可能作为服装面料使用么？ - 知乎
https://www.zhihu.com/question/22619493,如何用丧尸发电？ - 知乎
https://www.zhihu.com/question/22619496,"浩月当空初挂时,颓然云雾暗昏迷，宽心守待风吹散,透出金光映万池.婚姻签如何解释? - 知乎"
https://www.zhihu.com/question/22619505,春晚被定为国家项目是什么意思？ - 知乎
https://www.zhihu.com/question/22619500,有的人为什么从镜子里看脸是歪的？ - 知乎
https://www.zhihu.com/question/22619499,创建一个收费的微电影网站如何？ - 知乎
https://www.zhihu.com/question/22619513,过年有哪些对自身有意义的事情可以做？ - 知乎
https://www.zhihu.com/question/22619514,解析电影里的暗喻以及伏笔，本人粗解分享，求众神另解? - 知乎
https://www.zhihu.com/question/22619521,男人讨厌有人说他花心吗？ - 知乎
https://www.zhihu.com/question/22619516,病人死家中，如何敛尸（打给谁），敛尸人有什么办法判断家人对死人之死是否应该承担责任，谁来追究？ - 知乎
https://www.zhihu.com/question/22619517,女同性恋，但是很喜欢小孩子，想问问国外是否有基因库可以选择基因受孕？ - 知乎
https://www.zhihu.com/question/22619509,赴美生子的几个疑问？ - 知乎
https://www.zhihu.com/question/22619515,有人厌恶现在的国内app排行榜吗？讲故事的游戏在中国还有吗？ - 知乎
https://www.zhihu.com/question/22619527,白血病化疗一般使用什么药物? - 知乎
https://www.zhihu.com/question/22619520,论大学生的思想道德与行为特征？ - 知乎
https://www.zhihu.com/question/22619532,安卓系统有啥好用的相机软件 (。･д･)ﾉﾞ? - 知乎
https://www.zhihu.com/question/22619528,每个作家写作都有自己的风格，有没有哪些作家写过一些风格截然不同的好作品？ - 知乎
https://www.zhihu.com/question/22619529,曾小贤算好男人么？为什么4主打他的爱情纠纷 - 知乎
https://www.zhihu.com/question/22619531,怎样练成带有你自己风格的字体？ - 知乎
https://www.zhihu.com/question/22619536,医院的检查结果为什么要用阴性和阳性表示? - 知乎
https://www.zhihu.com/question/22619539,兰州皮肤科最好的医院是哪个？只要公立医院，最好是三甲医院? - 知乎
https://www.zhihu.com/question/22619542,什么是消费者学习模型? - 知乎
https://www.zhihu.com/question/22619550,为什么在大程序中总是重新定义原编程语言的基本数据类型？ - 知乎
https://www.zhihu.com/question/22619551,癌症是自古就有的吗？有的话以前的癌症叫什么？最早的记录出自何处？ - 知乎
https://www.zhihu.com/question/22619546,健身房一周去几次比较好？ - 知乎
https://www.zhihu.com/question/22619556,什么情况下耳朵会判断错声音的来源？ - 知乎
https://www.zhihu.com/question/22619560,请问小孩带尿不湿不好，应该用尿布.这是陋习吗？外国小孩不都是尿不湿吗？是谣言吗？ - 知乎
https://www.zhihu.com/question/22619568,美剧中的「诗选式剧集」指什么？ - 知乎
https://www.zhihu.com/question/22619565,过年怎么样拍好和家人团圆的照片? - 知乎
https://www.zhihu.com/question/22619569,女同性恋，是否有基因库可以选择性受孕？需要准备什么，国外比较优秀的基因库在哪？ - 知乎
https://www.zhihu.com/question/22619574,为什么高晓松没有脖子和下巴，瘦身以后脸没有瘦下来，这是一种特殊的脸型或者肥胖吗？ - 知乎
https://www.zhihu.com/question/22619570,给企业上环境监测设备，用移动互联网让企业受民众监督，使消费者购买商品时充分考虑环境因素，可行性如何？ - 知乎
https://www.zhihu.com/question/22619577,为何民航飞机机身右侧的汉字要反顺序书写？ - 知乎
